# fpr mean_ccr
0.263263 0.001613
0.264264 0.001613
0.265265 0.001613
0.266266 0.001613
0.267267 0.001613
0.268268 0.001613
0.269269 0.001613
0.270270 0.001613
0.271271 0.001613
0.272272 0.001613
0.273273 0.001613
0.274274 0.001613
0.275275 0.001613
0.276276 0.001613
0.277277 0.001613
0.278278 0.001613
0.279279 0.001613
0.280280 0.001613
0.281281 0.001613
0.282282 0.001613
0.283283 0.001613
0.284284 0.001613
0.285285 0.001613
0.286286 0.001613
0.287287 0.001613
0.288288 0.001613
0.289289 0.001613
0.290290 0.001613
0.291291 0.001613
0.292292 0.001613
0.293293 0.001613
0.294294 0.001613
0.295295 0.001613
0.296296 0.001613
0.297297 0.001613
0.298298 0.001613
0.299299 0.001613
0.300300 0.001613
0.301301 0.001613
0.302302 0.001613
0.303303 0.001613
0.304304 0.001613
0.305305 0.001613
0.306306 0.001613
0.307307 0.001613
0.308308 0.001613
0.309309 0.001613
0.310310 0.001613
0.311311 0.001613
0.312312 0.001613
0.313313 0.001613
0.314314 0.001613
0.315315 0.001613
0.316316 0.001613
0.317317 0.001613
0.318318 0.001613
0.319319 0.001613
0.320320 0.001613
0.321321 0.001613
0.322322 0.001613
0.323323 0.001613
0.324324 0.001613
0.325325 0.001613
0.326326 0.001613
0.327327 0.001613
0.328328 0.001613
0.329329 0.001613
0.330330 0.001613
0.331331 0.001613
0.332332 0.001613
0.333333 0.001613
0.334334 0.001613
0.335335 0.001613
0.336336 0.001613
0.337337 0.001613
0.338338 0.001613
0.339339 0.001613
0.340340 0.001613
0.341341 0.001613
0.342342 0.001613
0.343343 0.001613
0.344344 0.001613
0.345345 0.001613
0.346346 0.001613
0.347347 0.001613
0.348348 0.001613
0.349349 0.001613
0.350350 0.001613
0.351351 0.001613
0.352352 0.001613
0.353353 0.001613
0.354354 0.001613
0.355355 0.001613
0.356356 0.001613
0.357357 0.001613
0.358358 0.001613
0.359359 0.001613
0.360360 0.001613
0.361361 0.001613
0.362362 0.001613
0.363363 0.001613
0.364364 0.001613
0.365365 0.001613
0.366366 0.001613
0.367367 0.001613
0.368368 0.001613
0.369369 0.001613
0.370370 0.001613
0.371371 0.001613
0.372372 0.001613
0.373373 0.001613
0.374374 0.001613
0.375375 0.001613
0.376376 0.001613
0.377377 0.001613
0.378378 0.001613
0.379379 0.001613
0.380380 0.001613
0.381381 0.001613
0.382382 0.001613
0.383383 0.001613
0.384384 0.001613
0.385385 0.001613
0.386386 0.001613
0.387387 0.001613
0.388388 0.001613
0.389389 0.001613
0.390390 0.001613
0.391391 0.001613
0.392392 0.001613
0.393393 0.001613
0.394394 0.001613
0.395395 0.001613
0.396396 0.001613
0.397397 0.001613
0.398398 0.001613
0.399399 0.001613
0.400400 0.001613
0.401401 0.001613
0.402402 0.001613
0.403403 0.001613
0.404404 0.001613
0.405405 0.001613
0.406406 0.001613
0.407407 0.001613
0.408408 0.001613
0.409409 0.001613
0.410410 0.001613
0.411411 0.001613
0.412412 0.001613
0.413413 0.001613
0.414414 0.001613
0.415415 0.001613
0.416416 0.001613
0.417417 0.001613
0.418418 0.001613
0.419419 0.001613
0.420420 0.001613
0.421421 0.001613
0.422422 0.001613
0.423423 0.001613
0.424424 0.001613
0.425425 0.001613
0.426426 0.001613
0.427427 0.001613
0.428428 0.001613
0.429429 0.001613
0.430430 0.001613
0.431431 0.001613
0.432432 0.001613
0.433433 0.001613
0.434434 0.001613
0.435435 0.001613
0.436436 0.001613
0.437437 0.001613
0.438438 0.001613
0.439439 0.001613
0.440440 0.001613
0.441441 0.001613
0.442442 0.001613
0.443443 0.001613
0.444444 0.001613
0.445445 0.001613
0.446446 0.001613
0.447447 0.001613
0.448448 0.001613
0.449449 0.001613
0.450450 0.001613
0.451451 0.001613
0.452452 0.001613
0.453453 0.001613
0.454454 0.001613
0.455455 0.001613
0.456456 0.001613
0.457457 0.001613
0.458458 0.001613
0.459459 0.001613
0.460460 0.001613
0.461461 0.001613
0.462462 0.001613
0.463463 0.001613
0.464464 0.001613
0.465465 0.001613
0.466466 0.001613
0.467467 0.001613
0.468468 0.001613
0.469469 0.001613
0.470470 0.001613
0.471471 0.001613
0.472472 0.001613
0.473473 0.001613
0.474474 0.001613
0.475475 0.001613
0.476476 0.001613
0.477477 0.001613
0.478478 0.001613
0.479479 0.001613
0.480480 0.001613
0.481481 0.001613
0.482482 0.001613
0.483483 0.001613
0.484484 0.001613
0.485485 0.001613
0.486486 0.001613
0.487487 0.001613
0.488488 0.001613
0.489489 0.001613
0.490490 0.001613
0.491491 0.001613
0.492492 0.001613
0.493493 0.001613
0.494494 0.001613
0.495495 0.001613
0.496496 0.001613
0.497497 0.001613
0.498498 0.001613
0.499499 0.001613
0.500501 0.001613
0.501502 0.001613
0.502503 0.001613
0.503504 0.001613
0.504505 0.001613
0.505506 0.001613
0.506507 0.001613
0.507508 0.001613
0.508509 0.001613
0.509510 0.001613
0.510511 0.001613
0.511512 0.001613
0.512513 0.001613
0.513514 0.001613
0.514515 0.001613
0.515516 0.001613
0.516517 0.001613
0.517518 0.001613
0.518519 0.001613
0.519520 0.001613
0.520521 0.001613
0.521522 0.001613
0.522523 0.001613
0.523524 0.001613
0.524525 0.001613
0.525526 0.001613
0.526527 0.001613
0.527528 0.001613
0.528529 0.001613
0.529530 0.001613
0.530531 0.001613
0.531532 0.001613
0.532533 0.001613
0.533534 0.001613
0.534535 0.001613
0.535536 0.001613
0.536537 0.001613
0.537538 0.001613
0.538539 0.001613
0.539540 0.001613
0.540541 0.001613
0.541542 0.001613
0.542543 0.001613
0.543544 0.001613
0.544545 0.001613
0.545546 0.001613
0.546547 0.001613
0.547548 0.001613
0.548549 0.001613
0.549550 0.001613
0.550551 0.001613
0.551552 0.001613
0.552553 0.001613
0.553554 0.001613
0.554555 0.001613
0.555556 0.001613
0.556557 0.001613
0.557558 0.001613
0.558559 0.001613
0.559560 0.001613
0.560561 0.001613
0.561562 0.001613
0.562563 0.001613
0.563564 0.001613
0.564565 0.001613
0.565566 0.001613
0.566567 0.001613
0.567568 0.001613
0.568569 0.001613
0.569570 0.001613
0.570571 0.001613
0.571572 0.001613
0.572573 0.001613
0.573574 0.001613
0.574575 0.001613
0.575576 0.001613
0.576577 0.001613
0.577578 0.001613
0.578579 0.001613
0.579580 0.001613
0.580581 0.001613
0.581582 0.001613
0.582583 0.001613
0.583584 0.001613
0.584585 0.001613
0.585586 0.001613
0.586587 0.001613
0.587588 0.001613
0.588589 0.001613
0.589590 0.001613
0.590591 0.001613
0.591592 0.001613
0.592593 0.001613
0.593594 0.001613
0.594595 0.001613
0.595596 0.001613
0.596597 0.001613
0.597598 0.001613
0.598599 0.001613
0.599600 0.001613
0.600601 0.001613
0.601602 0.001613
0.602603 0.001613
0.603604 0.001613
0.604605 0.001613
0.605606 0.001613
0.606607 0.001613
0.607608 0.001613
0.608609 0.001613
0.609610 0.001613
0.610611 0.001613
0.611612 0.001613
0.612613 0.001613
0.613614 0.001613
0.614615 0.001613
0.615616 0.001613
0.616617 0.001613
0.617618 0.001613
0.618619 0.001613
0.619620 0.001613
0.620621 0.001613
0.621622 0.001613
0.622623 0.001613
0.623624 0.001613
0.624625 0.001613
0.625626 0.001613
0.626627 0.001613
0.627628 0.001613
0.628629 0.001613
0.629630 0.001613
0.630631 0.001613
0.631632 0.001613
0.632633 0.001613
0.633634 0.001613
0.634635 0.001613
0.635636 0.001613
0.636637 0.001613
0.637638 0.001613
0.638639 0.001613
0.639640 0.001613
0.640641 0.001613
0.641642 0.001613
0.642643 0.001613
0.643644 0.001613
0.644645 0.001613
0.645646 0.001613
0.646647 0.001613
0.647648 0.001613
0.648649 0.001613
0.649650 0.001613
0.650651 0.001613
0.651652 0.001613
0.652653 0.001613
0.653654 0.001613
0.654655 0.001613
0.655656 0.001613
0.656657 0.001613
0.657658 0.001613
0.658659 0.001613
0.659660 0.001613
0.660661 0.001613
0.661662 0.001613
0.662663 0.001613
0.663664 0.001613
0.664665 0.001613
0.665666 0.001613
0.666667 0.001613
0.667668 0.001613
0.668669 0.001613
0.669670 0.001613
0.670671 0.001613
0.671672 0.001613
0.672673 0.001613
0.673674 0.001613
0.674675 0.001613
0.675676 0.001613
0.676677 0.001613
0.677678 0.001613
0.678679 0.001613
0.679680 0.001613
0.680681 0.001613
0.681682 0.001613
0.682683 0.001613
0.683684 0.001613
0.684685 0.001613
0.685686 0.001613
0.686687 0.001613
0.687688 0.001613
0.688689 0.001613
0.689690 0.001613
0.690691 0.001613
0.691692 0.001613
0.692693 0.001613
0.693694 0.001613
0.694695 0.001613
0.695696 0.001613
0.696697 0.001613
0.697698 0.001613
0.698699 0.001613
0.699700 0.001613
0.700701 0.001613
0.701702 0.001613
0.702703 0.001613
0.703704 0.001613
0.704705 0.001613
0.705706 0.001613
0.706707 0.001613
0.707708 0.001613
0.708709 0.001613
0.709710 0.001613
0.710711 0.001613
0.711712 0.001613
0.712713 0.001613
0.713714 0.001613
0.714715 0.001613
0.715716 0.001613
0.716717 0.001613
0.717718 0.001613
0.718719 0.001613
0.719720 0.001613
0.720721 0.001613
0.721722 0.001613
0.722723 0.001613
0.723724 0.001613
0.724725 0.001613
0.725726 0.001613
0.726727 0.001613
0.727728 0.001613
0.728729 0.001613
0.729730 0.001613
0.730731 0.001613
0.731732 0.001613
0.732733 0.001613
0.733734 0.001613
0.734735 0.001613
0.735736 0.001613
0.736737 0.001613
0.737738 0.001613
0.738739 0.001613
0.739740 0.001613
0.740741 0.001613
0.741742 0.001613
0.742743 0.001613
0.743744 0.001613
0.744745 0.001613
0.745746 0.001613
0.746747 0.001613
0.747748 0.001613
0.748749 0.001613
0.749750 0.001613
0.750751 0.001613
0.751752 0.001613
0.752753 0.001613
0.753754 0.001613
0.754755 0.001613
0.755756 0.001613
0.756757 0.001613
0.757758 0.001613
0.758759 0.001613
0.759760 0.001613
0.760761 0.001613
0.761762 0.001613
0.762763 0.001613
0.763764 0.001613
0.764765 0.001613
0.765766 0.001613
0.766767 0.001613
0.767768 0.001613
0.768769 0.001613
0.769770 0.001613
0.770771 0.001613
0.771772 0.001613
0.772773 0.001613
0.773774 0.001613
0.774775 0.001613
0.775776 0.001613
0.776777 0.001613
0.777778 0.001613
0.778779 0.001613
0.779780 0.001613
0.780781 0.001613
0.781782 0.001613
0.782783 0.001613
0.783784 0.001613
0.784785 0.001613
0.785786 0.001613
0.786787 0.001613
0.787788 0.001613
0.788789 0.001613
0.789790 0.001613
0.790791 0.001613
0.791792 0.001613
0.792793 0.001613
0.793794 0.001613
0.794795 0.001613
0.795796 0.001613
0.796797 0.001613
0.797798 0.001613
0.798799 0.001613
0.799800 0.001613
0.800801 0.001613
0.801802 0.001613
0.802803 0.001613
0.803804 0.001613
0.804805 0.001613
0.805806 0.001613
0.806807 0.001613
0.807808 0.001613
0.808809 0.001613
0.809810 0.001613
0.810811 0.001613
0.811812 0.001613
0.812813 0.001613
0.813814 0.001613
0.814815 0.001613
0.815816 0.001613
0.816817 0.001613
0.817818 0.001613
0.818819 0.001613
0.819820 0.001613
0.820821 0.001613
0.821822 0.001613
0.822823 0.001613
0.823824 0.001613
0.824825 0.001613
0.825826 0.001613
0.826827 0.001613
0.827828 0.001613
0.828829 0.001613
0.829830 0.001613
0.830831 0.001613
0.831832 0.001613
0.832833 0.001613
0.833834 0.001613
0.834835 0.001613
0.835836 0.001613
0.836837 0.001613
0.837838 0.001613
0.838839 0.001613
0.839840 0.001613
0.840841 0.001613
0.841842 0.001613
0.842843 0.001613
0.843844 0.001613
0.844845 0.001613
0.845846 0.001613
0.846847 0.001613
0.847848 0.001613
0.848849 0.001613
0.849850 0.001613
0.850851 0.001613
0.851852 0.001613
0.852853 0.001613
0.853854 0.001613
0.854855 0.001613
0.855856 0.001613
0.856857 0.001613
0.857858 0.001613
0.858859 0.001613
0.859860 0.001613
0.860861 0.001613
0.861862 0.001613
0.862863 0.001613
0.863864 0.001613
0.864865 0.001613
0.865866 0.001613
0.866867 0.001613
0.867868 0.001613
0.868869 0.001613
0.869870 0.001613
0.870871 0.001613
0.871872 0.001613
0.872873 0.001613
0.873874 0.001613
0.874875 0.001613
0.875876 0.001613
0.876877 0.001613
0.877878 0.001613
0.878879 0.001613
0.879880 0.001613
0.880881 0.001613
0.881882 0.001613
0.882883 0.001613
0.883884 0.001613
0.884885 0.001613
0.885886 0.001613
0.886887 0.001613
0.887888 0.001613
0.888889 0.001613
0.889890 0.001613
0.890891 0.001613
0.891892 0.001613
0.892893 0.001613
0.893894 0.001613
0.894895 0.001613
0.895896 0.001613
0.896897 0.001613
0.897898 0.001613
0.898899 0.001613
0.899900 0.001613
0.900901 0.001613
0.901902 0.001613
0.902903 0.001613
0.903904 0.001613
0.904905 0.001613
0.905906 0.001613
0.906907 0.001613
0.907908 0.001613
0.908909 0.001613
0.909910 0.001613
0.910911 0.001613
0.911912 0.001613
0.912913 0.001613
0.913914 0.001613
0.914915 0.001613
0.915916 0.001613
0.916917 0.001613
0.917918 0.001613
0.918919 0.001613
0.919920 0.001613
0.920921 0.001613
0.921922 0.001613
0.922923 0.001613
0.923924 0.001613
0.924925 0.001613
0.925926 0.001613
0.926927 0.001613
0.927928 0.001613
0.928929 0.001613
0.929930 0.001613
0.930931 0.001613
0.931932 0.001613
0.932933 0.001613
0.933934 0.001613
0.934935 0.001613
0.935936 0.001613
0.936937 0.001613
0.937938 0.001613
0.938939 0.001613
0.939940 0.001613
0.940941 0.001613
0.941942 0.001613
0.942943 0.001613
0.943944 0.001613
0.944945 0.001613
0.945946 0.001613
0.946947 0.001613
0.947948 0.001613
0.948949 0.001613
0.949950 0.001613
0.950951 0.001613
0.951952 0.001613
0.952953 0.001613
0.953954 0.001613
0.954955 0.001613
0.955956 0.001613
0.956957 0.001613
0.957958 0.001613
0.958959 0.001613
0.959960 0.001613
0.960961 0.001613
0.961962 0.001613
0.962963 0.001613
0.963964 0.001613
0.964965 0.001613
0.965966 0.001613
0.966967 0.001613
0.967968 0.001613
0.968969 0.001613
0.969970 0.001613
0.970971 0.001613
0.971972 0.001613
0.972973 0.001613
0.973974 0.001613
0.974975 0.001613
0.975976 0.001613
0.976977 0.001613
0.977978 0.001613
0.978979 0.001613
0.979980 0.001613
0.980981 0.001613
0.981982 0.001613
0.982983 0.001613
0.983984 0.001613
0.984985 0.001613
0.985986 0.001613
0.986987 0.001613
0.987988 0.001613
0.988989 0.001613
0.989990 0.001613
0.990991 0.001613
0.991992 0.001613
0.992993 0.001613
0.993994 0.001613
0.994995 0.001613
0.995996 0.001613
0.996997 0.001613
0.997998 0.001613
0.998999 0.001613
1.000000 0.001613
