# fpr mean_tpr
0.503504 0.605259
0.504505 0.605259
0.505506 0.605259
0.506507 0.605259
0.507508 0.605259
0.508509 0.605259
0.509510 0.605259
0.510511 0.605259
0.511512 0.605259
0.512513 0.605259
0.513514 0.619518
0.514515 0.619518
0.515516 0.619518
0.516517 0.619518
0.517518 0.619518
0.518519 0.619518
0.519520 0.619518
0.520521 0.619518
0.521522 0.619518
0.522523 0.619518
0.523524 0.619518
0.524525 0.619518
0.525526 0.619518
0.526527 0.622417
0.527528 0.622417
0.528529 0.622417
0.529530 0.622417
0.530531 0.622417
0.531532 0.622417
0.532533 0.622417
0.533534 0.622417
0.534535 0.622417
0.535536 0.622417
0.536537 0.622417
0.537538 0.622417
0.538539 0.627899
0.539540 0.627899
0.540541 0.627899
0.541542 0.627899
0.542543 0.627899
0.543544 0.627899
0.544545 0.627899
0.545546 0.627899
0.546547 0.627899
0.547548 0.627899
0.548549 0.627899
0.549550 0.627899
0.550551 0.627899
0.551552 0.639423
0.552553 0.639423
0.553554 0.639423
0.554555 0.639423
0.555556 0.639423
0.556557 0.639423
0.557558 0.639423
0.558559 0.639423
0.559560 0.639423
0.560561 0.639423
0.561562 0.639423
0.562563 0.639423
0.563564 0.639423
0.564565 0.647324
0.565566 0.647324
0.566567 0.647324
0.567568 0.647324
0.568569 0.647324
0.569570 0.647324
0.570571 0.647324
0.571572 0.647324
0.572573 0.647324
0.573574 0.647324
0.574575 0.647324
0.575576 0.647324
0.576577 0.647324
0.577578 0.661431
0.578579 0.661431
0.579580 0.661431
0.580581 0.661431
0.581582 0.661431
0.582583 0.661431
0.583584 0.661431
0.584585 0.661431
0.585586 0.661431
0.586587 0.661431
0.587588 0.661431
0.588589 0.661431
0.589590 0.661431
0.590591 0.669647
0.591592 0.669647
0.592593 0.669647
0.593594 0.669647
0.594595 0.669647
0.595596 0.669647
0.596597 0.669647
0.597598 0.669647
0.598599 0.669647
0.599600 0.669647
0.600601 0.669647
0.601602 0.669647
0.602603 0.673516
0.603604 0.673516
0.604605 0.673516
0.605606 0.673516
0.606607 0.673516
0.607608 0.673516
0.608609 0.673516
0.609610 0.673516
0.610611 0.673516
0.611612 0.673516
0.612613 0.673516
0.613614 0.673516
0.614615 0.673516
0.615616 0.679640
0.616617 0.679640
0.617618 0.679640
0.618619 0.679640
0.619620 0.679640
0.620621 0.679640
0.621622 0.679640
0.622623 0.679640
0.623624 0.679640
0.624625 0.679640
0.625626 0.679640
0.626627 0.679640
0.627628 0.679640
0.628629 0.686407
0.629630 0.686407
0.630631 0.686407
0.631632 0.686407
0.632633 0.686407
0.633634 0.686407
0.634635 0.686407
0.635636 0.686407
0.636637 0.686407
0.637638 0.686407
0.638639 0.686407
0.639640 0.686407
0.640641 0.686407
0.641642 0.693420
0.642643 0.693420
0.643644 0.693420
0.644645 0.693420
0.645646 0.693420
0.646647 0.693420
0.647648 0.693420
0.648649 0.693420
0.649650 0.693420
0.650651 0.693420
0.651652 0.693420
0.652653 0.693420
0.653654 0.693420
0.654655 0.699626
0.655656 0.699626
0.656657 0.699626
0.657658 0.699626
0.658659 0.699626
0.659660 0.699626
0.660661 0.699626
0.661662 0.699626
0.662663 0.699626
0.663664 0.699626
0.664665 0.699626
0.665666 0.699626
0.666667 0.707527
0.667668 0.707527
0.668669 0.707527
0.669670 0.707527
0.670671 0.707527
0.671672 0.707527
0.672673 0.707527
0.673674 0.707527
0.674675 0.707527
0.675676 0.707527
0.676677 0.707527
0.677678 0.707527
0.678679 0.707527
0.679680 0.713488
0.680681 0.713488
0.681682 0.713488
0.682683 0.713488
0.683684 0.713488
0.684685 0.713488
0.685686 0.713488
0.686687 0.713488
0.687688 0.713488
0.688689 0.713488
0.689690 0.713488
0.690691 0.713488
0.691692 0.713488
0.692693 0.720337
0.693694 0.720337
0.694695 0.720337
0.695696 0.720337
0.696697 0.720337
0.697698 0.720337
0.698699 0.720337
0.699700 0.720337
0.700701 0.720337
0.701702 0.720337
0.702703 0.720337
0.703704 0.720337
0.704705 0.720337
0.705706 0.723317
0.706707 0.723317
0.707708 0.723317
0.708709 0.723317
0.709710 0.723317
0.710711 0.723317
0.711712 0.723317
